Category,Product,Unit_Price,Order_Date,City,Sales_Channel,Units_Sold,Stock_Available,Total_Sales
Beauty & Personal Care,Hair Dryer,3061,2024-08-12 09:00:00,Amritsar,Online,5,99,15305
Home Decor,Table Lamp,1130,2024-08-12 10:00:00,Ludhiana,Offline,4,130,4520
Women Clothing,Top,766,2024-08-12 11:00:00,Mohali,Online,3,11,2298
Automotive,Tyre Inflator,3495,2024-08-12 12:00:00,Mohali,Online,2,70,6990
Toys & Games,Puzzle,601,2024-08-12 13:00:00,Gurugram,Online,3,88,1803
Fitness Gear,Resistance Bands,687,2024-08-12 14:00:00,Noida,Offline,7,15,4809
Home Decor,Mirror,1840,2024-08-12 15:00:00,Gurugram,Offline,2,138,3680
Gardening,Pruning Shears,1063,2024-08-12 16:00:00,Gurugram,Online,5,58,5315
Beauty & Personal Care,Moisturizer,800,2024-08-12 17:00:00,Patiala,Offline,1,16,800
Electronics,Camera,133355,2024-08-12 18:00:00,Ludhiana,Online,4,32,533420
Footwear,Boots,1689,2024-08-12 19:00:00,Mohali,Online,2,156,3378
Footwear,Formal Shoes,1974,2024-08-12 20:00:00,Chandigarh,Offline,5,110,9870
Books,Self-Help,391,2024-08-12 21:00:00,Amritsar,Online,4,151,1564
Men Clothing,Jacket,1994,2024-08-12 22:00:00,Ludhiana,Offline,10,157,19940
Footwear,Sneakers,848,2024-08-12 23:00:00,Noida,Online,14,184,11872
Automotive,Tyre Inflator,3495,2024-08-13 00:00:00,Patiala,Online,1,137,3495
Fitness Gear,Treadmill,39457,2024-08-13 01:00:00,Delhi,Online,13,27,512941
Toys & Games,Action Figure,2000,2024-08-13 02:00:00,Patiala,Online,7,5,14000
Books,Biography,804,2024-08-13 03:00:00,Jalandhar,Online,6,68,4824
Toys & Games,Action Figure,2000,2024-08-13 04:00:00,Noida,Online,8,122,16000
Beauty & Personal Care,Trimmer,1345,2024-08-13 05:00:00,Patiala,Offline,10,96,13450
Footwear,Running Shoes,1782,2024-08-13 06:00:00,Noida,Offline,2,67,3564
Electronics,Smartwatch,2269,2024-08-13 07:00:00,Mohali,Online,1,60,2269
Kitchen Tools,Knife Set,357,2024-08-13 08:00:00,Patiala,Online,6,120,2142
Home Decor,Vase,643,2024-08-13 09:00:00,Gurugram,Offline,7,169,4501
Women Clothing,Lehenga,9426,2024-08-13 10:00:00,Amritsar,Online,9,58,84834
Gardening,Plant Pots,395,2024-08-13 11:00:00,Ludhiana,Offline,10,106,3950
Stationery,Notebook Set,579,2024-08-13 12:00:00,Patiala,Offline,13,161,7527
Books,Business,766,2024-08-13 13:00:00,Ludhiana,Online,12,26,9192
Stationery,Backpack,1952,2024-08-13 14:00:00,Patiala,Offline,9,131,17568
Fitness Gear,Yoga Mat,961,2024-08-13 15:00:00,Gurugram,Online,14,199,13454
Home Decor,Table Lamp,1130,2024-08-13 16:00:00,Patiala,Online,2,152,2260
Women Clothing,Handbag,699,2024-08-13 17:00:00,Patiala,Online,10,106,6990
Toys & Games,Soft Toy,1295,2024-08-13 18:00:00,Ludhiana,Online,7,56,9065
Footwear,Loafers,2362,2024-08-13 19:00:00,Chandigarh,Offline,4,17,9448
Stationery,Notebook Set,579,2024-08-13 20:00:00,Jalandhar,Online,14,67,8106
Stationery,Desk Organizer,464,2024-08-13 21:00:00,Mohali,Offline,9,21,4176
Beauty & Personal Care,Shampoo,441,2024-08-13 22:00:00,Ludhiana,Online,5,18,2205
Electronics,Smartphone,70263,2024-08-13 23:00:00,Jalandhar,Offline,11,59,772893
Fitness Gear,Dumbbells,4152,2024-08-14 00:00:00,Delhi,Online,14,39,58128
Stationery,Desk Organizer,464,2024-08-14 01:00:00,Ludhiana,Online,9,23,4176
Footwear,Sandals,1110,2024-08-14 02:00:00,Noida,Online,14,124,15540
Fitness Gear,Dumbbells,4152,2024-08-14 03:00:00,Gurugram,Online,12,178,49824
Home Decor,Vase,643,2024-08-14 04:00:00,Patiala,Online,2,101,1286
Home Decor,Wall Painting,1146,2024-08-14 05:00:00,Jalandhar,Online,1,190,1146
Men Clothing,Shirt,402,2024-08-14 06:00:00,Delhi,Online,11,19,4422
Stationery,Stapler,108,2024-08-14 07:00:00,Delhi,Offline,14,39,1512
Automotive,Helmet,1391,2024-08-14 08:00:00,Mohali,Online,11,85,15301
Stationery,Whiteboard,2367,2024-08-14 09:00:00,Patiala,Offline,5,115,11835
Stationery,Backpack,1952,2024-08-14 10:00:00,Ludhiana,Online,7,172,13664
Books,Business,766,2024-08-14 11:00:00,Gurugram,Offline,12,117,9192
Women Clothing,Kurti,387,2024-08-14 12:00:00,Gurugram,Online,10,126,3870
Men Clothing,Shorts,488,2024-08-14 13:00:00,Ludhiana,Online,3,139,1464
Beauty & Personal Care,Moisturizer,800,2024-08-14 14:00:00,Noida,Online,9,45,7200
Home Decor,Photo Frame,220,2024-08-14 15:00:00,Jalandhar,Offline,3,130,660
Women Clothing,Skirt,516,2024-08-14 16:00:00,Mohali,Online,13,125,6708
Stationery,Desk Organizer,464,2024-08-14 17:00:00,Delhi,Online,1,123,464
Stationery,Backpack,1952,2024-08-14 18:00:00,Ludhiana,Offline,11,20,21472
Stationery,Calculator,514,2024-08-14 19:00:00,Chandigarh,Online,13,44,6682
Automotive,Engine Oil,2198,2024-08-14 20:00:00,Delhi,Offline,13,10,28574
Electronics,Smartwatch,2269,2024-08-14 21:00:00,Delhi,Online,9,199,20421
Beauty & Personal Care,Moisturizer,800,2024-08-14 22:00:00,Chandigarh,Offline,1,25,800
Beauty & Personal Care,Sunscreen,1176,2024-08-14 23:00:00,Gurugram,Offline,12,141,14112
Men Clothing,T-Shirt,492,2024-08-15 00:00:00,Amritsar,Online,3,35,1476
Books,Biography,804,2024-08-15 01:00:00,Delhi,Offline,11,34,8844
Kitchen Tools,Mixer Grinder,2276,2024-08-15 02:00:00,Amritsar,Offline,14,121,31864
Furniture,Study Table,2815,2024-08-15 03:00:00,Patiala,Offline,6,6,16890
Gardening,Seeds Pack,262,2024-08-15 04:00:00,Chandigarh,Online,9,50,2358
Stationery,Pen Pack,592,2024-08-15 05:00:00,Ludhiana,Online,6,111,3552
Stationery,Notebook Set,579,2024-08-15 06:00:00,Patiala,Offline,5,102,2895
Women Clothing,Top,766,2024-08-15 07:00:00,Jalandhar,Online,14,117,10724
Women Clothing,Dress,2238,2024-08-15 08:00:00,Patiala,Online,4,61,8952
Furniture,Study Table,2815,2024-08-15 09:00:00,Noida,Online,5,187,14075
Home Decor,Wall Painting,1146,2024-08-15 10:00:00,Patiala,Online,14,9,16044
Books,Children Story,463,2024-08-15 11:00:00,Gurugram,Offline,6,62,2778
Furniture,Shoe Rack,2275,2024-08-15 12:00:00,Chandigarh,Online,2,45,4550
Toys & Games,Doll House,1661,2024-08-15 13:00:00,Delhi,Online,12,31,19932
Home Decor,Mirror,1840,2024-08-15 14:00:00,Jalandhar,Online,2,76,3680
Men Clothing,Kurta,471,2024-08-15 15:00:00,Chandigarh,Offline,6,156,2826
Books,Mystery,505,2024-08-15 16:00:00,Patiala,Offline,14,147,7070
Books,Academic,634,2024-08-15 17:00:00,Chandigarh,Offline,6,150,3804
Electronics,Smartwatch,2269,2024-08-15 18:00:00,Delhi,Online,5,22,11345
Footwear,Flip Flops,214,2024-08-15 19:00:00,Chandigarh,Offline,9,128,1926
Fitness Gear,Cycling Machine,9021,2024-08-15 20:00:00,Delhi,Online,9,61,81189
Toys & Games,Remote Car,3777,2024-08-15 21:00:00,Noida,Online,3,105,11331
Beauty & Personal Care,Shampoo,441,2024-08-15 22:00:00,Patiala,Offline,5,150,2205
Kitchen Tools,Air Fryer,5184,2024-08-15 23:00:00,Jalandhar,Offline,10,74,51840
Women Clothing,Saree,1021,2024-08-16 00:00:00,Noida,Offline,3,32,3063
Electronics,Smartwatch,2269,2024-08-16 01:00:00,Ludhiana,Online,10,166,22690
Footwear,Running Shoes,1782,2024-08-16 02:00:00,Mohali,Online,3,167,5346
Toys & Games,Board Game,1102,2024-08-16 03:00:00,Chandigarh,Online,5,37,5510
Stationery,Desk Organizer,464,2024-08-16 04:00:00,Ludhiana,Online,13,167,6032
Beauty & Personal Care,Shampoo,441,2024-08-16 05:00:00,Patiala,Online,12,198,5292
Women Clothing,Saree,1021,2024-08-16 06:00:00,Patiala,Online,8,91,8168
Electronics,Laptop,56023,2024-08-16 07:00:00,Ludhiana,Online,13,75,728299
Kitchen Tools,Induction Cooktop,2021,2024-08-16 08:00:00,Patiala,Online,10,198,20210
Beauty & Personal Care,Shampoo,441,2024-08-16 09:00:00,Delhi,Offline,3,109,1323
Men Clothing,Kurta,471,2024-08-16 10:00:00,Amritsar,Offline,5,14,2355
Toys & Games,Remote Car,3777,2024-08-16 11:00:00,Noida,Online,2,93,7554
Beauty & Personal Care,Shampoo,441,2024-08-16 12:00:00,Ludhiana,Online,8,110,3528
Kitchen Tools,Blender,1844,2024-08-16 13:00:00,Ludhiana,Online,5,15,9220
Home Decor,Curtains,819,2024-08-16 14:00:00,Patiala,Offline,1,46,819
Toys & Games,Board Game,1102,2024-08-16 15:00:00,Ludhiana,Online,4,30,4408
Home Decor,Vase,643,2024-08-16 16:00:00,Amritsar,Online,5,93,3215
Fitness Gear,Yoga Mat,961,2024-08-16 17:00:00,Mohali,Offline,3,64,2883
Kitchen Tools,Induction Cooktop,2021,2024-08-16 18:00:00,Gurugram,Offline,7,59,14147
Kitchen Tools,Air Fryer,5184,2024-08-16 19:00:00,Amritsar,Online,8,62,41472
Gardening,Seeds Pack,262,2024-08-16 20:00:00,Patiala,Online,14,33,3668
Beauty & Personal Care,Moisturizer,800,2024-08-16 21:00:00,Jalandhar,Offline,10,113,8000
Women Clothing,Dress,2238,2024-08-16 22:00:00,Jalandhar,Offline,6,68,13428
Home Decor,Table Lamp,1130,2024-08-16 23:00:00,Noida,Offline,14,88,15820
Beauty & Personal Care,Hair Dryer,3061,2024-08-17 00:00:00,Patiala,Online,13,59,39793
Toys & Games,Board Game,1102,2024-08-17 01:00:00,Noida,Online,12,171,13224
Women Clothing,Kurti,387,2024-08-17 02:00:00,Chandigarh,Online,4,159,1548
Kitchen Tools,Air Fryer,5184,2024-08-17 03:00:00,Delhi,Offline,2,40,10368
Beauty & Personal Care,Perfume,3214,2024-08-17 04:00:00,Mohali,Offline,11,157,35354
Fitness Gear,Resistance Bands,687,2024-08-17 05:00:00,Chandigarh,Offline,3,8,2061
Home Decor,Mirror,1840,2024-08-17 06:00:00,Patiala,Online,3,146,5520
Kitchen Tools,Knife Set,357,2024-08-17 07:00:00,Amritsar,Offline,9,15,3213
Footwear,Sneakers,848,2024-08-17 08:00:00,Jalandhar,Online,6,40,5088
Women Clothing,Handbag,699,2024-08-17 09:00:00,Amritsar,Offline,5,183,3495
Fitness Gear,Gym Bag,865,2024-08-17 10:00:00,Delhi,Offline,5,91,4325
Electronics,Laptop,56023,2024-08-17 11:00:00,Gurugram,Online,8,99,448184
Toys & Games,Lego Set,5297,2024-08-17 12:00:00,Chandigarh,Online,10,173,52970
Furniture,Dining Chair,689,2024-08-17 13:00:00,Ludhiana,Online,6,50,4134
Men Clothing,Trousers,806,2024-08-17 14:00:00,Noida,Online,3,8,2418
Men Clothing,Shirt,402,2024-08-17 15:00:00,Patiala,Online,11,39,4422
Automotive,Helmet,1391,2024-08-17 16:00:00,Mohali,Offline,14,179,19474
Books,Biography,804,2024-08-17 17:00:00,Noida,Offline,12,148,9648
Kitchen Tools,Juicer,1747,2024-08-17 18:00:00,Amritsar,Online,8,14,13976
Home Decor,Photo Frame,220,2024-08-17 19:00:00,Amritsar,Offline,13,105,2860
Men Clothing,Shirt,402,2024-08-17 20:00:00,Ludhiana,Offline,4,178,1608
Women Clothing,Saree,1021,2024-08-17 21:00:00,Delhi,Online,5,108,5105
Furniture,Office Chair,4886,2024-08-17 22:00:00,Mohali,Offline,7,83,34202
Men Clothing,Jacket,1994,2024-08-17 23:00:00,Noida,Online,8,121,15952
Stationery,Stapler,108,2024-08-18 00:00:00,Gurugram,Online,12,123,1296
Electronics,Monitor,10433,2024-08-18 01:00:00,Noida,Offline,10,193,104330
Men Clothing,T-Shirt,492,2024-08-18 02:00:00,Amritsar,Offline,8,75,3936
Stationery,Desk Organizer,464,2024-08-18 03:00:00,Chandigarh,Online,3,143,1392
Stationery,Stapler,108,2024-08-18 04:00:00,Ludhiana,Offline,1,58,108
Books,Business,766,2024-08-18 05:00:00,Chandigarh,Online,5,131,3830
Books,Mystery,505,2024-08-18 06:00:00,Mohali,Offline,5,191,2525
Electronics,Smartwatch,2269,2024-08-18 07:00:00,Amritsar,Offline,6,12,13614
Home Decor,Vase,643,2024-08-18 08:00:00,Delhi,Online,12,112,7716
Women Clothing,Kurti,387,2024-08-18 09:00:00,Patiala,Offline,3,7,1161
Men Clothing,Trousers,806,2024-08-18 10:00:00,Delhi,Online,12,150,9672
Kitchen Tools,Air Fryer,5184,2024-08-18 11:00:00,Mohali,Offline,6,161,31104
Kitchen Tools,Juicer,1747,2024-08-18 12:00:00,Chandigarh,Online,13,77,22711
Books,Fiction Novel,589,2024-08-18 13:00:00,Chandigarh,Offline,12,61,7068
Gardening,Garden Shovel,202,2024-08-18 14:00:00,Mohali,Online,2,6,404
Beauty & Personal Care,Perfume,3214,2024-08-18 15:00:00,Patiala,Offline,7,129,22498
Automotive,Microfiber Cloth,180,2024-08-18 16:00:00,Gurugram,Offline,5,174,900
Automotive,Tyre Inflator,3495,2024-08-18 17:00:00,Mohali,Online,1,71,3495
Toys & Games,Doll House,1661,2024-08-18 18:00:00,Ludhiana,Offline,11,186,18271
Women Clothing,Jeans,1358,2024-08-18 19:00:00,Chandigarh,Offline,6,151,8148
Electronics,Tablet,16685,2024-08-18 20:00:00,Amritsar,Offline,1,158,16685
Gardening,Watering Can,281,2024-08-18 21:00:00,Noida,Offline,5,78,1405
Toys & Games,Soft Toy,1295,2024-08-18 22:00:00,Delhi,Offline,1,151,1295
Furniture,Study Table,2815,2024-08-18 23:00:00,Amritsar,Offline,10,146,28150
Fitness Gear,Resistance Bands,687,2024-08-19 00:00:00,Patiala,Offline,2,29,1374
Books,Business,766,2024-08-19 01:00:00,Gurugram,Online,9,76,6894
Books,Business,766,2024-08-19 02:00:00,Gurugram,Online,7,97,5362
Automotive,Helmet,1391,2024-08-19 03:00:00,Patiala,Online,4,194,5564
Furniture,TV Unit,6016,2024-08-19 04:00:00,Jalandhar,Offline,4,39,24064
Electronics,Tablet,16685,2024-08-19 05:00:00,Delhi,Offline,3,96,50055
Men Clothing,Shirt,402,2024-08-19 06:00:00,Ludhiana,Offline,11,192,4422
Stationery,Notebook Set,579,2024-08-19 07:00:00,Gurugram,Online,4,14,2316
Books,Academic,634,2024-08-19 08:00:00,Gurugram,Online,2,177,1268
Stationery,Whiteboard,2367,2024-08-19 09:00:00,Gurugram,Online,10,5,23670
Home Decor,Vase,643,2024-08-19 10:00:00,Noida,Offline,5,42,3215
Books,Academic,634,2024-08-19 11:00:00,Amritsar,Offline,9,187,5706
Books,Academic,634,2024-08-19 12:00:00,Patiala,Online,4,66,2536
Men Clothing,Kurta,471,2024-08-19 13:00:00,Noida,Offline,2,22,942
Toys & Games,Remote Car,3777,2024-08-19 14:00:00,Ludhiana,Online,11,11,41547
Furniture,Study Table,2815,2024-08-19 15:00:00,Mohali,Online,2,79,5630
Home Decor,Photo Frame,220,2024-08-19 16:00:00,Jalandhar,Offline,11,142,2420
Women Clothing,Lehenga,9426,2024-08-19 17:00:00,Ludhiana,Online,14,199,131964
Men Clothing,Shorts,488,2024-08-19 18:00:00,Chandigarh,Online,10,108,4880
Beauty & Personal Care,Lipstick,687,2024-08-19 19:00:00,Patiala,Online,2,117,1374
Furniture,Bean Bag,1455,2024-08-19 20:00:00,Mohali,Online,14,51,20370
Fitness Gear,Protein Shaker,405,2024-08-19 21:00:00,Jalandhar,Offline,4,127,1620
Stationery,Calculator,514,2024-08-19 22:00:00,Jalandhar,Online,9,195,4626
Beauty & Personal Care,Lipstick,687,2024-08-19 23:00:00,Patiala,Offline,10,102,6870
Beauty & Personal Care,Face Wash,465,2024-08-20 00:00:00,Gurugram,Online,5,43,2325
Men Clothing,Shirt,402,2024-08-20 01:00:00,Chandigarh,Offline,5,31,2010
Women Clothing,Jeans,1358,2024-08-20 02:00:00,Delhi,Online,14,84,19012
Electronics,Smartphone,70263,2024-08-20 03:00:00,Mohali,Online,7,177,491841
Stationery,Art Colors,1480,2024-08-20 04:00:00,Mohali,Online,10,8,14800
Home Decor,Photo Frame,220,2024-08-20 05:00:00,Chandigarh,Offline,11,31,2420
Kitchen Tools,Mixer Grinder,2276,2024-08-20 06:00:00,Ludhiana,Online,2,95,4552
Men Clothing,Shirt,402,2024-08-20 07:00:00,Amritsar,Online,2,141,804
Toys & Games,Cricket Bat,1069,2024-08-20 08:00:00,Delhi,Online,14,29,14966
Fitness Gear,Protein Shaker,405,2024-08-20 09:00:00,Delhi,Offline,7,95,2835
Beauty & Personal Care,Moisturizer,800,2024-08-20 10:00:00,Gurugram,Offline,11,62,8800
Electronics,Smartwatch,2269,2024-08-20 11:00:00,Mohali,Online,8,161,18152
Furniture,Office Chair,4886,2024-08-20 12:00:00,Gurugram,Online,8,196,39088
Automotive,Car Wax,718,2024-08-20 13:00:00,Patiala,Online,14,88,10052
Automotive,Seat Cover,7258,2024-08-20 14:00:00,Amritsar,Online,11,160,79838
Stationery,Pen Pack,592,2024-08-20 15:00:00,Ludhiana,Offline,10,58,5920
Men Clothing,Jeans,1235,2024-08-20 16:00:00,Ludhiana,Offline,3,51,3705
Kitchen Tools,Mixer Grinder,2276,2024-08-20 17:00:00,Gurugram,Offline,9,52,20484
Kitchen Tools,Induction Cooktop,2021,2024-08-20 18:00:00,Chandigarh,Online,11,13,22231
Automotive,Seat Cover,7258,2024-08-20 19:00:00,Ludhiana,Offline,14,105,101612
Fitness Gear,Resistance Bands,687,2024-08-20 20:00:00,Mohali,Offline,7,112,4809
Kitchen Tools,Mixer Grinder,2276,2024-08-20 21:00:00,Chandigarh,Online,12,171,27312
Home Decor,Cushion Covers,350,2024-08-20 22:00:00,Mohali,Online,13,175,4550
Automotive,Seat Cover,7258,2024-08-20 23:00:00,Amritsar,Online,13,129,94354
Automotive,Helmet,1391,2024-08-21 00:00:00,Noida,Online,5,113,6955
Fitness Gear,Jump Rope,589,2024-08-21 01:00:00,Gurugram,Offline,12,15,7068
Gardening,Seeds Pack,262,2024-08-21 02:00:00,Delhi,Offline,5,121,1310
Fitness Gear,Cycling Machine,9021,2024-08-21 03:00:00,Jalandhar,Offline,5,39,45105
Men Clothing,Kurta,471,2024-08-21 04:00:00,Delhi,Online,1,94,471
Furniture,TV Unit,6016,2024-08-21 05:00:00,Amritsar,Offline,6,52,36096
Automotive,Car Wax,718,2024-08-21 06:00:00,Noida,Offline,13,15,9334
Home Decor,Vase,643,2024-08-21 07:00:00,Jalandhar,Offline,8,169,5144
Electronics,Smartphone,70263,2024-08-21 08:00:00,Patiala,Online,10,108,702630
Home Decor,Cushion Covers,350,2024-08-21 09:00:00,Delhi,Online,1,16,350
Automotive,Microfiber Cloth,180,2024-08-21 10:00:00,Amritsar,Online,11,39,1980
Automotive,Tyre Inflator,3495,2024-08-21 11:00:00,Noida,Online,8,14,27960
Automotive,Engine Oil,2198,2024-08-21 12:00:00,Jalandhar,Online,10,105,21980
Beauty & Personal Care,Shampoo,441,2024-08-21 13:00:00,Gurugram,Offline,13,156,5733
Fitness Gear,Dumbbells,4152,2024-08-21 14:00:00,Mohali,Online,9,153,37368
Fitness Gear,Dumbbells,4152,2024-08-21 15:00:00,Patiala,Online,5,63,20760
Footwear,Boots,1689,2024-08-21 16:00:00,Gurugram,Online,12,42,20268
Men Clothing,Shirt,402,2024-08-21 17:00:00,Ludhiana,Offline,7,110,2814
Furniture,Office Chair,4886,2024-08-21 18:00:00,Ludhiana,Online,10,66,48860
Gardening,Watering Can,281,2024-08-21 19:00:00,Patiala,Online,9,57,2529
Books,Business,766,2024-08-21 20:00:00,Noida,Offline,8,138,6128
Beauty & Personal Care,Trimmer,1345,2024-08-21 21:00:00,Patiala,Offline,14,178,18830
Stationery,Stapler,108,2024-08-21 22:00:00,Amritsar,Online,7,119,756
Home Decor,Mirror,1840,2024-08-21 23:00:00,Jalandhar,Online,11,56,20240
Women Clothing,Jeans,1358,2024-08-22 00:00:00,Gurugram,Online,5,34,6790
Women Clothing,Dress,2238,2024-08-22 01:00:00,Chandigarh,Online,1,8,2238
Stationery,Pen Pack,592,2024-08-22 02:00:00,Gurugram,Online,11,154,6512
Toys & Games,Soft Toy,1295,2024-08-22 03:00:00,Noida,Online,6,167,7770
Furniture,Bedside Table,2485,2024-08-22 04:00:00,Amritsar,Online,4,53,9940
Women Clothing,Saree,1021,2024-08-22 05:00:00,Patiala,Online,7,31,7147
Books,Business,766,2024-08-22 06:00:00,Jalandhar,Online,1,80,766
Fitness Gear,Protein Shaker,405,2024-08-22 07:00:00,Chandigarh,Offline,11,135,4455
Electronics,Smartphone,70263,2024-08-22 08:00:00,Gurugram,Online,3,151,210789
Kitchen Tools,Toaster,1659,2024-08-22 09:00:00,Ludhiana,Online,12,126,19908
Books,Biography,804,2024-08-22 10:00:00,Mohali,Online,8,107,6432
Beauty & Personal Care,Face Wash,465,2024-08-22 11:00:00,Ludhiana,Offline,3,81,1395
Men Clothing,Shirt,402,2024-08-22 12:00:00,Chandigarh,Online,9,70,3618
Home Decor,Wall Painting,1146,2024-08-22 13:00:00,Ludhiana,Online,3,109,3438
Women Clothing,Skirt,516,2024-08-22 14:00:00,Delhi,Offline,14,178,7224
Automotive,Helmet,1391,2024-08-22 15:00:00,Mohali,Online,13,77,18083
Footwear,Heels,1299,2024-08-22 16:00:00,Delhi,Offline,11,164,14289
Kitchen Tools,Kettle,1252,2024-08-22 17:00:00,Amritsar,Online,2,135,2504
Stationery,Calculator,514,2024-08-22 18:00:00,Jalandhar,Online,9,120,4626
Women Clothing,Dress,2238,2024-08-22 19:00:00,Chandigarh,Online,8,121,17904
Home Decor,Cushion Covers,350,2024-08-22 20:00:00,Jalandhar,Online,6,107,2100
Toys & Games,Action Figure,2000,2024-08-22 21:00:00,Chandigarh,Offline,10,187,20000
Men Clothing,Shorts,488,2024-08-22 22:00:00,Gurugram,Online,4,13,1952
Books,Biography,804,2024-08-22 23:00:00,Chandigarh,Online,12,131,9648
Home Decor,Table Lamp,1130,2024-08-23 00:00:00,Jalandhar,Online,1,135,1130
Furniture,Bedside Table,2485,2024-08-23 01:00:00,Mohali,Online,1,8,2485
Gardening,Artificial Grass,716,2024-08-23 02:00:00,Mohali,Offline,7,160,5012
Automotive,Seat Cover,7258,2024-08-23 03:00:00,Ludhiana,Online,5,125,36290
Toys & Games,Cricket Bat,1069,2024-08-23 04:00:00,Amritsar,Online,12,23,12828
Home Decor,Cushion Covers,350,2024-08-23 05:00:00,Mohali,Online,4,157,1400
Stationery,Pen Pack,592,2024-08-23 06:00:00,Delhi,Offline,10,189,5920
Home Decor,Wall Clock,966,2024-08-23 07:00:00,Delhi,Offline,2,177,1932
Footwear,Running Shoes,1782,2024-08-23 08:00:00,Amritsar,Online,4,162,7128
Women Clothing,Kurti,387,2024-08-23 09:00:00,Gurugram,Online,1,109,387
Women Clothing,Dress,2238,2024-08-23 10:00:00,Patiala,Offline,13,138,29094
Automotive,Car Perfume,262,2024-08-23 11:00:00,Ludhiana,Offline,1,99,262
Toys & Games,Action Figure,2000,2024-08-23 12:00:00,Gurugram,Online,14,104,28000
Electronics,Smartphone,70263,2024-08-23 13:00:00,Amritsar,Online,4,75,281052
Fitness Gear,Cycling Machine,9021,2024-08-23 14:00:00,Ludhiana,Offline,3,118,27063
Gardening,Pruning Shears,1063,2024-08-23 15:00:00,Amritsar,Online,1,99,1063
Toys & Games,Board Game,1102,2024-08-23 16:00:00,Noida,Online,14,87,15428
Fitness Gear,Protein Shaker,405,2024-08-23 17:00:00,Ludhiana,Offline,1,93,405
Beauty & Personal Care,Lipstick,687,2024-08-23 18:00:00,Patiala,Online,1,109,687
Automotive,Microfiber Cloth,180,2024-08-23 19:00:00,Ludhiana,Offline,6,165,1080
Fitness Gear,Protein Shaker,405,2024-08-23 20:00:00,Delhi,Offline,3,70,1215
Gardening,Pruning Shears,1063,2024-08-23 21:00:00,Delhi,Offline,12,91,12756
Books,Business,766,2024-08-23 22:00:00,Ludhiana,Online,9,153,6894
Electronics,Smartphone,70263,2024-08-23 23:00:00,Chandigarh,Online,6,97,421578
Footwear,Sandals,1110,2024-08-24 00:00:00,Ludhiana,Offline,8,131,8880
Footwear,Formal Shoes,1974,2024-08-24 01:00:00,Gurugram,Online,3,190,5922
Gardening,Pruning Shears,1063,2024-08-24 02:00:00,Chandigarh,Offline,8,164,8504
Kitchen Tools,Air Fryer,5184,2024-08-24 03:00:00,Patiala,Online,10,101,51840
Men Clothing,Trousers,806,2024-08-24 04:00:00,Patiala,Offline,14,45,11284
Books,Fiction Novel,589,2024-08-24 05:00:00,Chandigarh,Online,8,52,4712
Stationery,Whiteboard,2367,2024-08-24 06:00:00,Noida,Offline,6,73,14202
